@Concept: #id, key, label, concept, body_part, frequency
1071, 4.93, bald, bald, 0.0, 251.0
1072, 4.92, lazy, lazy, 0.0, 274.0
1073, 10.11, move, move, 0.0, 303.0
1074, 10.17, twist, twist, 0.0, 299.0
1075, 10.16, drop (vb), drop (vb), 0.0, 239.0
1076, 10.15, roll, roll, 0.0, 259.0
1077, 10.14, wind/ wrap, wind/ wrap, 0.0, 294.0
1078, 4.99, naked/ bare, naked/ bare, 0.0, 272.0
1079, 12.34, bottom, bottom, 0.0, 253.0
1080, 4.94, lame, lame, 0.0, 255.0
1081, 2.42, daughter, daughter, 0.0, 262.0
1082, 9.48, saw, saw, 0.0, 191.0
1083, 5.48, scrape, scrape, 0.0, 316.0
1084, 9.18, chain, chain, 0.0, 194.0
1085, 20.49, ambush, ambush, 0.0, 180.0
1086, 18.12, sing, sing, 0.0, 257.0
1087, 20.47, captive/ prisoner, captive/ prisoner, 0.0, 246.0
1088, 20.46, surrender, surrender, 0.0, 173.0
1089, 5.41, meal (a), meal (a), 0.0, 252.0
1090, 20.44, defend, defend, 0.0, 214.0
1091, 20.43, attack, attack, 0.0, 203.0
1092, 5.46, peel, peel, 0.0, 293.0
1093, 20.41, victory, victory, 0.0, 200.0
1094, 5.44, dinner, dinner, 0.0, 171.0
1095, 9.6, smith/ blacksmith, smith/ blacksmith, 0.0, 172.0
1096, 20.36, tower, tower, 0.0, 141.0
1097, 2.77, widower, widower, 0.0, 210.0
1098, 4.56, spit, spit, 0.0, 302.0
1099, 18.17, whistle, whistle, 0.0, 259.0
1100, 20.31, armor (defensive), armor (defensive), 0.0, 157.0
1101, 4.463, hip, hip, 1.0, 259.0
1102, 4.462, waist, waist, 1.0, 228.0
1103, 20.34, shield, shield, 0.0, 124.0
1104, 20.35, fortress, fortress, 0.0, 164.0
1105, 20.61, hunt, hunt, 0.0, 257.0
1106, 4.345, claw, claw, 1.0, 237.0
1107, 3.614, rabbit, rabbit, 0.0, 210.0
1108, 2.44, brother, brother, 0.0, 247.0
1109, 12.15, stand, stand, 0.0, 263.0
1110, 12.14, lie down, lie down, 0.0, 288.0
1111, 12.17, remains/ left overs, remains/ left overs, 0.0, 236.0
1112, 12.16, remain/ stay, remain/ stay, 0.0, 273.0
1113, 12.11, place, place, 0.0, 559.0
1114, 12.13, sit, sit, 0.0, 268.0
1115, 12.12, put, put, 0.0, 306.0
1116, 17.42, cause, cause, 0.0, 248.0
1117, 5.971, egg yolk, egg yolk, 0.0, 193.0
1118, 5.38, knife, knife, 0.0, 219.0
1119, 5.39, fork, fork, 0.0, 183.0
1120, 5.36, saucer, saucer, 0.0, 180.0
1121, 5.37, spoon, spoon, 0.0, 217.0
1122, 5.34, pitcher/ jug, pitcher/ jug, 0.0, 288.0
1123, 5.35, cup/ drinking vessel, cup/ drinking vessel, 0.0, 244.0
1124, 8.57, flower, flower, 0.0, 248.0
1125, 5.33, bowl, bowl, 0.0, 260.0
1126, 8.55, branch, branch, 0.0, 275.0
1127, 5.31, dish, dish, 0.0, 251.0
1128, 8.72, tree stump, tree stump, 0.0, 224.0
1129, 14.28, cease/ stop, cease/ stop, 0.0, 301.0
1130, 14.29, ready, ready, 0.0, 226.0
1131, 9.31, rub/ wipe, rub/ wipe, 0.0, 311.0
1132, 12.82, circle, circle, 0.0, 242.0
1133, 10.89, anchor, anchor, 0.0, 122.0
1134, 4.209, chin, chin, 1.0, 226.0
1135, 4.208, cheek, cheek, 1.0, 244.0
1136, 10.64, lead (vb), lead (vb), 0.0, 254.0
1137, 12.85, hole, hole, 0.0, 287.0
1138, 4.203, brain, brain, 1.0, 256.0
1139, 10.81, ship, ship, 0.0, 196.0
1140, 4.201, side of head/ temple, side of head/ temple, 1.0, 177.0
1141, 10.83, boat, boat, 0.0, 223.0
1142, 4.207, jaw, jaw, 1.0, 251.0
1143, 10.85, oar, oar, 0.0, 166.0
1144, 4.205, forehead, forehead, 1.0, 244.0
1145, 10.87, mast, mast, 0.0, 128.0
1146, 8.81, palm tree, palm tree, 0.0, 180.0
1147, 6.59, veil, veil, 0.0, 135.0
1148, 6.58, glove, glove, 0.0, 160.0
1149, 6.55, hat/ cap, hat/ cap, 0.0, 288.0
1150, 6.54, shoemaker/ cobbler, shoemaker/ cobbler, 0.0, 159.0
1151, 6.57, belt/ girdle, belt/ girdle, 0.0, 263.0
1152, 21.25, oath, oath, 0.0, 155.0
1153, 6.51, shoe, shoe, 0.0, 232.0
1154, 6.52, boot, boot, 0.0, 181.0
1155, 2.74, stepdaughter, stepdaughter, 0.0, 175.0
1156, 13.0, zero/ nothing, zero/ nothing, 0.0, 213.0
1157, 2.82, family, family, 0.0, 213.0
1158, 21.42, murder, murder, 0.0, 228.0
1159, 2.81, relatives/ kinsmen, relatives/ kinsmen, 0.0, 257.0
1160, 21.43, adultery, adultery, 0.0, 179.0
1161, 18.211, stutter/ stammer, stutter/ stammer, 0.0, 227.0
1162, 2.454, older sister, older sister, 0.0, 228.0
1163, 1.343, headland/ point, headland/ point, 0.0, 129.0
1164, 2.456, sibling, sibling, 0.0, 218.0
1165, 19.61, custom, custom, 0.0, 252.0
1166, 13.44, three times, three times, 0.0, 208.0
1167, 19.63, conspiracy/ plot, conspiracy/ plot, 0.0, 169.0
1168, 19.62, strife/ quarrel, strife/ quarrel, 0.0, 315.0
1169, 11.65, pay (vb), pay (vb), 0.0, 229.0
1170, 11.64, debt, debt, 0.0, 198.0
1171, 2.522, father's sister, father's sister, 0.0, 217.0
1172, 11.66, account/ reckoning, account/ reckoning, 0.0, 187.0
1173, 4.841, fever, fever, 0.0, 258.0
1174, 21.46, arson, arson, 0.0, 145.0
1175, 11.63, owe, owe, 0.0, 186.0
1176, 11.62, borrow, borrow, 0.0, 219.0
1177, 4.76, kill, kill, 0.0, 282.0
1178, 13.33, alone/ only, alone/ only, 0.0, 391.0
1179, 1.86, light/ kindle/ ignite, light/ kindle/ ignite, 0.0, 311.0
1180, 5.92, wine, wine, 0.0, 162.0
1181, 1.1, world, world, 0.0, 240.0
1182, 14.75, spring, spring, 0.0, 174.0
1183, 8.15, cultivate/ till, cultivate/ till, 0.0, 242.0
1184, 6.96, mirror, mirror, 0.0, 201.0
1185, 11.86, store/ shop, store/ shop, 0.0, 226.0
1186, 8.26, fork, fork, 0.0, 189.0
1187, 7.31, fireplace, fireplace, 0.0, 212.0
1188, 8.24, shovel, shovel, 0.0, 222.0
1189, 8.25, hoe, hoe, 0.0, 191.0
1190, 8.22, dig, dig, 0.0, 283.0
1191, 8.23, spade, spade, 0.0, 194.0
1192, 7.37, ladder, ladder, 0.0, 223.0
1193, 4.41, breast (of woman), breast (of woman), 1.0, 275.0
1194, 14.61, week, week, 0.0, 173.0
1195, 15.89, wrinkled, wrinkled, 0.0, 250.0
1196, 15.88, dirty/ soiled, dirty/ soiled, 0.0, 319.0
1197, 15.83, wet/ damp, wet/ damp, 0.0, 336.0
1198, 15.82, light (in weight), light (in weight), 0.0, 234.0
1199, 5.32, plate, plate, 0.0, 229.0
1200, 15.87, clean, clean, 0.0, 263.0
1201, 15.86, cold, cold, 0.0, 286.0
1202, 15.85, hot, hot, 0.0, 303.0
1203, 15.84, dry, dry, 0.0, 280.0
1204, 1.21, earth/ land, earth/ land, 0.0, 315.0
1205, 11.43, money, money, 0.0, 233.0
1206, 1.23, plain/ field, plain/ field, 0.0, 349.0
1207, 16.25, laugh, laugh, 0.0, 255.0
1208, 1.25, island, island, 0.0, 219.0
1209, 1.24, valley, valley, 0.0, 227.0
1210, 1.27, shore, shore, 0.0, 332.0
1211, 1.26, mainland, mainland, 0.0, 149.0
1212, 1.28, cave, cave, 0.0, 256.0
1213, 9.211, pound with fist, pound with fist, 0.0, 225.0
1214, 5.28, pan, pan, 0.0, 193.0
1215, 15.76, rough, rough, 0.0, 252.0
1216, 15.77, smooth, smooth, 0.0, 264.0
1217, 15.74, hard, hard, 0.0, 268.0
1218, 15.75, soft, soft, 0.0, 286.0
1219, 15.72, feel, feel, 0.0, 228.0
1220, 3.591, bat, bat, 0.0, 231.0
1221, 3.592, parrot, parrot, 0.0, 231.0
1222, 17.31, remember, remember, 0.0, 266.0
1223, 3.34, sow, sow, 0.0, 195.0
1224, 3.35, pig, pig, 0.0, 228.0
1225, 3.36, goat, goat, 0.0, 174.0
1226, 3.37, he-goat, he-goat, 0.0, 155.0
1227, 2.26, girl, girl, 0.0, 272.0
1228, 15.78, sharp, sharp, 0.0, 286.0
1229, 15.79, blunt/ dull, blunt/ dull, 0.0, 237.0
1230, 18.44, threaten, threaten, 0.0, 194.0
1231, 18.45, boast, boast, 0.0, 232.0
1232, 21.21, plaintiff, plaintiff, 0.0, 141.0
1233, 18.41, call (=summon), call (=summon), 0.0, 272.0
1234, 18.42, call (=name), call (=name), 0.0, 242.0
1235, 18.43, announce, announce, 0.0, 246.0
1236, 16.54, danger, danger, 0.0, 209.0
1237, 9.88, paint (noun), paint (noun), 0.0, 240.0
1238, 16.51, dare, dare, 0.0, 191.0
1239, 14.67, Friday, Friday, 0.0, 161.0
1240, 16.53, fear/ fright, fear/ fright, 0.0, 328.0
1241, 16.52, brave, brave, 0.0, 279.0
1242, 9.29, flay/ skin, flay/ skin, 0.0, 248.0
1243, 14.62, Sunday, Sunday, 0.0, 184.0
1244, 4.73, pregnant, pregnant, 0.0, 282.0
1245, 14.44, morning, morning, 0.0, 225.0
1246, 16.18, good fortune/ luck, good fortune/ luck, 0.0, 231.0
1247, 11.85, market (place), market (place), 0.0, 181.0
1248, 10.615, carry-underarm, carry-underarm, 0.0, 168.0
1249, 4.57, vomit, vomit, 0.0, 290.0
1250, 3.653, fishscale, fishscale, 0.0, 192.0
1251, 4.55, perspire, perspire, 0.0, 246.0
1252, 4.54, sneeze, sneeze, 0.0, 231.0
1253, 4.53, cough, cough, 0.0, 243.0
1254, 4.52, yawn/ gape, yawn/ gape, 0.0, 237.0
1255, 4.51, breathe/ breath, breathe/ breath, 0.0, 320.0
1256, 5.86, milk (noun), milk (noun), 0.0, 227.0
1257, 14.64, Tuesday, Tuesday, 0.0, 159.0
1258, 5.85, sugar, sugar, 0.0, 169.0
1259, 4.59, lick, lick, 0.0, 238.0
1260, 4.58, bite, bite, 0.0, 277.0
1261, 13.34, first, first, 0.0, 278.0
1262, 13.35, last, last, 0.0, 257.0
1263, 13.36, second, second, 0.0, 201.0
1264, 13.37, pair, pair, 0.0, 245.0
1265, 21.44, rape, rape, 0.0, 190.0
1266, 1.342, reef, reef, 0.0, 104.0
1267, 1.341, lagoon, lagoon, 0.0, 143.0
1268, 1.33, lake, lake, 0.0, 240.0
1269, 4.857, pus, pus, 0.0, 232.0
1270, 13.38, two times, two times, 0.0, 232.0
1271, 5.82, pepper, pepper, 0.0, 175.0
1272, 9.21, strike (hit/ beat), strike (hit/ beat), 0.0, 365.0
1273, 17.32, forget, forget, 0.0, 252.0
1274, 1.31, water, water, 0.0, 250.0
1275, 17.34, clear/ plain, clear/ plain, 0.0, 271.0
1276, 17.35, obscure, obscure, 0.0, 196.0
1277, 17.36, secret, secret, 0.0, 222.0
1278, 17.37, sure/ certain, sure/ certain, 0.0, 247.0
1279, 10.351, dive, dive, 0.0, 220.0
1280, 3.652, fin (dorsal), fin (dorsal), 0.0, 169.0
1281, 10.352, splash, splash, 0.0, 237.0
1282, 3.655, shell, shell, 0.0, 226.0
1283, 3.654, gill, gill, 0.0, 150.0
